parts_id,Line,Part,Description,Loc,Mfg,QOH,Qty  Available,Retail,Committed Qty,Seq #,Retail Alt,Repl Cost,Repl Cost Alt,Avg Cost Prc
1031,ACL,9068B,DIS.CAP,,,0,0,17.59,0,286900,17.59,8,8,8
1032,ACL,9104B,CAM POSITION SENSOR,,,3,3,65.53,0,287200,65.53,31.87,31.87,31.87
1033,ACL,B-9123,Distributor Rotor,,,0,0,50,0,287500,50,20.7,20.7,20.7
1034,ACL,B9124,DISTRIBUTOR CAP,,,0,0,75.25,0,287600,75.25,57.8,57.8,57.8
1035,ACL,9175B,SPARK PLUG FR7HC+,,,8,8,15,0,287700,15,7.5,7.5,7.5
1036,ACL,B9185,SPARK PLUG,,,0,0,,0,288100,,5.3,5.3,5.3
1037,ACL,B9186,SPARK PLUG,,,6,6,5,0,288400,5,2.4,2.4,2.4
1038,ACL,B9187,SPARK PLUG(FGR6KQE),,,2,2,15,0,288500,15,9.75,9.75,9.75
1039,ACL,B9200,IGN. COIL UF226,,,1,1,88.57,0,288800,88.57,41.2,41.2,41.2
1040,ACL,B9201,IGNITION COIL,,,1,1,113.66,0,289100,113.66,50.6,50.6,50.6
1041,ACL,9209B,"Relay, Multi-Use",,,1,1,9.6,0,289400,9.6,7.05,7.05,7.05
1042,ACL,B-9210,SPARK PLUG CONNECTOR,,,0,0,25.43,0,289700,25.43,13.4,13.4,13.4
1043,ACL,9216B,ECU RELAY,,,0,0,,0,289800,,26.77,26.77,26.77
1044,ACL,B9220,BOSH  FGR7DQP,,ACL,54,54,13.57,0,290100,13.57,5.68,5.68,5.852
1045,ACL,9224B,FUEL PUMP,,,0,0,295,0,290200,295,240,240,240
1046,ACL,9226B,FUEL PUMP ASSEMBLY,,,0,0,325,0,290500,325,260,260,260
1047,ACL,B-9231,Spark Plug SAME AS NGK 5987,,,21,21,27.14,0,290800,27.14,14.2,14.2,13.801
1048,ACL,B-9232,BOSCH FR7NPP332 Spark Plug,,,-1,-1,20.21,0,291100,20.21,9.2,9.2,9.2
1049,ACL,B9233,SPARK PLUG /ZGR6STE2,,,48,48,22.14,0,291400,22.14,9.3,9.3,9.3
1050,ACL,B9234,SPARK PLUGS,,,8,8,24.46,0,291500,24.46,15.9,15.9,15.9
1051,ACL,9236B,GLOW PLUG,,ACL,20,20,20.71,0,291800,20.71,8,8,8.8
1052,ACL,B9256,Camshaft  Sensor INTAKE SIDE,,,0,0,135.71,0,292100,135.71,65,65,65
1053,ACL,B9257,Camshaft Position Sensor,,,1,1,64.11,0,292400,64.11,34.88,34.88,34.88
1054,ACL,9264B,OXYGEN SENSOR 17085 JASON,,,3,3,191.07,0,292700,191.07,66.28,66.28,66.28
1055,ACL,9267B,AIR FLOW METER,,,0,0,317.86,0,293000,317.86,110.27,110.27,110.27
1056,ACL,9272B,Mass Air Flow Sensor (MAF),,,0,0,197.14,0,293300,197.14,155,155,155
1057,ACL,B-9284,K050396,,,2,2,22.71,0,293600,22.71,10.1,10.1,10
1058,ACL,B-9295,K060612,,,2,2,39.71,0,293900,39.71,17.14,17.14,17.14
1059,ACL,B-9298,K060682,,,0,0,47.86,0,294200,47.86,19.4,19.4,19.4
1060,ACL,B-9305,COOLANT LEVEL SENSOR,,,0,0,14.46,0,294600,14.46,9.4,9.4,9.4
1061,ACL,B-9307,COOLANT LEVEL SENSOR,,,0,0,33.3,0,294900,33.3,16.32,16.32,16.32
1062,ACL,B-9308,Coolant Level Sensor,,,1,1,28.57,0,295200,28.57,14.3,14.3,14.3
1063,ACL,9308B,OIL TEMP SWITCH,,,0,0,8.8,0,295300,8.8,5.72,5.72,5.72
1064,ACL,9313B,CLUTCH SWITCH,,,1,1,48.3,0,295600,48.3,20.81,20.81,20.81
1065,ACL,9318B,ABS SENSOR,,,0,0,63.74,0,295900,63.74,29,29,29
1066,ACL,9326B,"ABS Sensor,Front",,,0,0,64.29,0,296200,64.29,37,37,25.5
1067,ACL,9330B,Back-Up Switch 2 PIN,,,1,1,30.37,0,296500,30.37,13.26,13.26,13.26
1068,ACL,B9375,BRAKE SW,,,1,1,40.44,0,296800,40.44,18.4,18.4,18.4
1069,ACL,B9384,OIL PRESSURE SWITCH,,,2,2,18.07,0,297100,18.07,6.2,6.2,6.2
1070,ACL,9411B,SIDEMARKER,,,0,0,55.89,0,297400,55.89,29.12,29.12,29.12
1071,ACL,B9458,IGNITION WIREr,,,0,0,157.25,0,297600,157.25,127.14,127.14,127.14
1072,ACL,B9504,Mass Air Flow Sensor,,ACL,1,1,442.86,0,297900,442.86,211.25,211.25,274.85
1073,ACL,B-9506,Mass Air Flow Sensor,,,0,0,413.71,0,298200,413.71,229.4,229.4,229.4
1074,ACL,B9509,AIR FLOW METER JASON!!!!!,,,2,2,262.77,0,298500,262.77,167.8,167.8,143.68
1075,ACL,B9510,Mass Air Flow Sensor,,ACL,0,0,285,0,298600,285,202.6,202.6,202.6
1076,ACL,B-9519,O-Ring Camshaft Position Sensor,,,0,0,2,0,298700,2,1.3,1.3,1.3
1077,ACL,B9525,PC650 CAMSHAFT,,,0,0,160.71,0,299000,160.71,76.81,76.81,76.81
1078,ACL,B9526,CAM SENSOR,,,2,2,135.71,0,299300,135.71,64.3,64.3,64.3
1079,ACL,B9527,PC310 CAM SENS,,,1,1,80.29,0,299600,80.29,39.8,39.8,39.8
1080,ACL,9549B,HAZARD SWITCH,,,2,2,83.66,0,299900,83.66,38.75,38.75,28.438
1081,ACL,9567B,Wiper Switch,,,0,0,38.46,0,300200,38.46,25,25,25
1082,ACL,B9591,OIL LEVEL SENSOR,,,0,0,286.14,0,300500,286.14,152.3,152.3,152.3
1083,ACL,B9592,Oil Level Sensor,,,0,0,133.69,0,300800,133.69,91.4,91.4,86.9
1084,ACL,B9612,BOSH WIPER BLADE,,,0,0,76.93,0,301100,76.93,31.2,31.2,35
1085,ACL,B9613,FT WIPER BLADE,,,0,0,45.85,0,301500,45.85,29.8,29.8,29.8
1086,ACL,B9629,Wiper Blade Set,,,0,0,54.92,0,301800,54.92,34.9,34.9,34.9
1087,ACL,9640B,BOSH WIPER BLADE,,,0,0,32.69,0,302100,32.69,24,24,24
1088,ACL,B9651,Wiper Blade Set,,,1,1,82.86,0,302400,82.86,36.4,36.4,36.4
1089,ACL,B9653,BOSH WIPER BLADE,,,0,0,98.1,0,302700,98.1,56.36,56.36,56.36
1090,ACL,9677B,FT WIPER TRANSMISSION,,,0,0,323.26,0,303000,323.26,210.12,210.12,210.12
1091,ACL,B9737,OUTR.TEMP SENSR,,,1,1,56.97,0,303300,56.97,23.6,23.6,23.6
1092,ACL,9746B,Wiper Relay,,,0,0,124.62,0,303600,124.62,30,30,81
1093,ACL,9779B,Secondary Air Pump Mount,,,0,0,14.62,0,303700,14.62,9.5,9.5,9.5
1094,ACL,B10020,OIL FILTER,,ACL,2,2,34.11,0,304000,34.11,18.7,18.7,18.536
1095,ACL,B10021,OIL FILTER,,ACL,1,1,23.19,0,304300,23.19,11.3,11.3,11.3
1096,ACL,B10022,OIL FILTER,,,0,0,25.27,0,304600,25.27,11.5,11.5,11.5
1097,ACL,B10023,OIL FILTER,,,5,5,17.69,0,304900,17.69,10.5,10.5,10.98
1098,ACL,B10025,OIL FILTER,,,2,2,24.31,0,305300,24.31,15.3,15.3,16.465
1099,ACL,B11002,OIL FILTER COVER,,,0,0,45,0,305600,45,32.3,32.3,32.3
1100,ACL,B11005,OIL FILTER COVER,,,0,0,47.66,0,305900,47.66,32.3,32.3,32.3
1101,ACL,B11050,OIL FILTER HOUSING,,,6,6,28.43,0,306200,28.43,10.1,10.1,10.098
1102,ACL,B11051,"Gasket, Oil Cooler/ALT 2110402",,,0,0,46.81,0,306300,46.81,26.4,26.4,17.8
1103,ACL,B11052,OIL FILTER HOUSING,,,1,1,28.71,0,306600,28.71,12.4,12.4,12.4
1104,ACL,B11054,OIL COOLER GASKET,,,0,0,30.43,0,306900,30.43,11.9,11.9,11.5
1105,ACL,B11055,Oil Filter Housing Gasket,,,1,1,9.74,0,307200,9.74,3.8,3.8,3.8
1106,ACL,B11096,DRAIN PLUG,,,1,1,2.86,0,307500,2.86,0.5,0.5,0.5
1107,ACL,B11123,VALVE COVER GASKET SET,,,0,0,68.57,0,307800,68.57,32.1,32.1,32.1
1108,ACL,B-1194C,"AIRFLW.MTR.BOOT, E36 M44W/0 ASC",,,1,1,52.92,0,307800,52.92,34.4,34.4,34.4
1109,ACL,B11124,VALVE COVER GASKET SET AL BOLT,,,1,1,76.04,0,308100,76.04,34.6,34.6,34.6
1110,ACL,B11125,V/C GSK SET,,,1,1,55,0,308400,55,26.9,26.9,26.9
1111,ACL,B11126,VALVE COVER GASKET KIT,,,2,2,58.57,0,308700,58.57,27.6,27.6,27.6
1112,ACL,B11127,VALVE RH 1-4,,,1,1,69.29,0,309000,69.29,35.4,35.4,35.4
1113,ACL,B11128,VALVE LH 5-8,,,0,0,75,0,309300,75,35.4,35.4,35.1
1114,ACL,B11181,TORX SCREW,,,0,0,10.77,0,309600,10.77,4.9,4.9,4.9
1115,ACL,B11303,UPPER TIMING COVER GASKET LH,,,0,0,12.77,0,309900,12.77,8.3,8.3,8.3
1116,ACL,B11304,TIMING COVER GASKER RH,,,1,1,12.62,0,310000,12.62,8.2,8.2,8.2
1117,ACL,B11305,TIMING COVER GASKET,,,0,0,28.62,0,310300,28.62,18.6,18.6,18.6
1118,ACL,B11352,GASKET SET,,ACL,0,0,25.5,0,310600,25.5,11.6,11.6,6.8
1119,ACL,B11362,TIMING COVER O RING,,,2,2,3.69,0,310700,3.69,2.4,2.4,2.4
1120,ACL,B11506,OIL PAN GSK,,,1,1,52.62,0,311100,52.62,34.2,34.2,34.2
1121,ACL,B11507,UPPER OIL PAN GASKET,,,1,1,60.43,0,311400,60.43,26.6,26.6,26.6
1122,ACL,B11602,OIL LEVEL SENSOR,,,1,1,13.57,0,311700,13.57,5.3,5.3,5.3
1123,ACL,B11603,"O-Ring, Dipstick Guide Tube",,,0,0,3.38,0,311800,3.38,2.2,2.2,2.2
1124,ACL,B11621,OIL LEVEL SENSOR,,,0,0,346.15,0,312200,346.15,221.2,221.2,221.2
1125,ACL,B11701,Intake Gasket Set,,,2,2,40.46,0,312500,40.46,24.3,24.3,24.3
1126,ACL,B11702,INTAKE GASKET,,,0,0,28.57,0,312800,28.57,12.1,12.1,14.7
1127,ACL,B11705,"Gasket Set, Intake Manifold",,ACL,2,2,42.23,0,313100,42.23,18.9,18.9,18.9
1128,ACL,B11751,FRONT OF INTAKE,,,0,0,9.29,0,313400,9.29,4.5,4.5,4.5
1129,ACL,B11805,Exhaust Manifold Gasket,,,0,0,17.57,0,313700,17.57,8.7,8.7,6.73
1130,ACL,B11811,EXHAUST MANIFOLD GSK,,,0,0,,0,314200,,4.3,4.3,4.3
1131,ACL,B12303,Timing Chain Guide Rail,,,0,0,241.14,0,314700,241.14,126.4,126.4,128.8
1132,ACL,B12561,BOLT,,,2,2,13.71,0,315200,13.71,5.6,5.6,5.6
1133,ACL,B12601,VANOS SOLENOID,,,0,0,278.57,0,315500,278.57,164.5,164.5,164.5
1134,ACL,B12752,Cylinder Head Cover,,,0,0,651.38,0,315600,651.38,423.4,423.4,423.4
1135,ACL,B12905,Eccentric Shaft Sensor,,,0,0,459,0,315700,459,354.3,354.3,354.3
1136,ACL,B12951,ADJUSTER GASKET,,,0,0,39.71,0,316000,39.71,15.2,15.2,18.4
1137,ACL,B12959,GASKET,,,2,2,16.62,0,316400,16.62,4.98,4.98,4.98
1138,ACL,B13451,VALVE SEAL REPAIR KIT,,,0,0,50,0,316700,50,34.3,34.3,34.3
1139,ACL,B14400,Oil Pressure Hose,,,1,1,55.43,0,317000,55.43,28.9,28.9,28.9
1140,ACL,B14401,OIL FILTER,,,0,0,71.43,0,317300,71.43,35.6,35.6,35
1141,ACL,B14411,OIL SEPARATOR,,,0,0,65.14,0,317600,65.14,47.4,47.4,32.6
1142,ACL,B14451,STARTER BOLT,,,0,0,,0,318000,,8.7,8.7,8.7
1143,ACL,B14452,Aluminium Bolt Set,,,0,0,18,0,318300,18,12.5,12.5,12.5
1144,ACL,B14705,"Engine Mount,Left",,,0,0,122.79,0,318600,122.79,61.2,61.2,63.95
1145,ACL,B14805,Engine Oil Cooler,,,0,0,542.5,0,318900,542.5,434.5,434.5,434.5
1146,ACL,B15101,NISSEN RADIATOR,,,0,0,435,0,319000,435,331.2,331.2,331.2
1147,ACL,B15144,RAD,,,0,0,315,0,319300,315,242.33,242.33,242.33
1148,ACL,B15156,Radiator,,,1,1,345.5,0,319500,345.5,197.5,197.5,197.5
1149,ACL,B15302,Cap - Expansion Tank,,,1,1,27.14,0,319800,27.14,11.6,11.6,11.6
1150,ACL,B15385,DRAIN PLUG,,,2,2,12.43,0,320100,12.43,4.7,4.7,4.7
1151,ACL,B15401,Coolant Expansion Tank,,,0,0,182.86,0,320400,182.86,84.6,84.6,120
1152,ACL,B15402,EXPANSION TANK  JASON!!!!!!!!!,,,1,1,263.74,0,320700,263.74,57.84,57.84,57.84
1153,ACL,B15403,Coolant Expansion Tank,,,0,0,211.43,0,321000,211.43,96.9,96.9,96.9
1154,ACL,B15404,Expansion Tank,,,0,0,171.43,0,321300,171.43,102.1,102.1,98.9
1155,ACL,B15412,Coolant Expansion Tank,,,1,1,107.14,0,321600,107.14,58.9,58.9,58.9
1156,ACL,B15451,Coolant Expansion Tank,,,0,0,71.49,0,321900,71.49,49.5,49.5,49.5
1157,ACL,B15492,MOUNTING PLATE,,,0,0,105.85,0,322200,105.85,68.8,68.8,68.8
1158,ACL,B15496,WATER CONNECTOR,,,0,0,,0,322300,,15.9,15.9,15.9
1159,ACL,B15801,"Radiator Hose,Upper",,,1,1,56,0,322600,56,38.9,38.9,38.9
1160,ACL,B-15802,LOWER RAD HOSE,,,0,0,81.19,0,322900,81.19,53.2,53.2,39.78
1161,ACL,B15803,UPPER RADIATOR HOSE,,,0,0,212.14,0,323200,212.14,108,108,108
1162,ACL,B15805,"Radiator Hose,Upper",,,0,0,125.23,0,323500,125.23,96.5,96.5,81.4
1163,ACL,B15807,UPPER HOSE,,,0,0,197.14,0,323800,197.14,107.6,107.6,107.6
1164,ACL,B15808,UPPER RAD HOSE,,,0,0,206.62,0,324100,206.62,134.3,134.3,134.3
1165,ACL,B15812,"Radiator Hose,Upper",,,1,1,121.08,0,324400,121.08,58.9,58.9,58.9
1166,ACL,B15814,UPPER RAD HOSE,,,0,0,,0,324500,,68.9,68.9,
1167,ACL,B15815,UPPER RAD HOSE,,,0,0,113.23,0,324800,113.23,73.6,73.6,73.6
1168,ACL,B15816,UPPER RAD HOSE,,,0,0,100.31,0,325100,100.31,65.2,65.2,65.2
1169,ACL,B15820,UPPER HOSE,,,1,1,71.54,0,325600,71.54,58.9,58.9,58.9
1170,ACL,B15822,UPPER RAD HOSE,,,1,1,128,0,325700,128,98.25,98.25,98.25
1171,ACL,B15851,Water Hose - Inlet,,ACL,1,1,76.49,0,326000,76.49,34.8,34.8,31.4
1172,ACL,B15857,WATER HOSE,,,0,0,49.69,0,326300,49.69,32.3,32.3,32.3
1173,ACL,B15869,VENT PIPE,,ACL,2,2,81.14,0,326600,81.14,38.6,38.6,38.6
1174,ACL,B15870,VENT PIPE,,,0,0,,0,326900,,52.4,52.4,52.4
1175,ACL,B15874,WATER HOSE,,,1,1,212.92,0,327000,212.92,138.4,138.4,138.4
1176,ACL,B15875,Water Hose,,,0,0,39.43,0,327300,39.43,27.6,27.6,27.6
1177,ACL,B15877,VENT PIPE,,,0,0,47.3,0,327600,47.3,34.3,34.3,34.3
1178,ACL,B15878,HEATER HOSE,,,0,0,31,0,327900,31,20.3,20.3,20.3
1179,ACL,B15879,HEATER HOSE,,,0,0,66.77,0,328200,66.77,43.4,43.4,0.001
1180,ACL,B15881,Water Pipe,,,0,0,52,0,328500,52,36.1,36.1,33.8
1181,ACL,B15882,Water Pipe,,,0,0,52,0,328800,52,68.9,68.9,33.8
1182,ACL,B15890,WATER HOSE,,,0,0,,0,329100,,24.3,24.3,24.3
1183,ACL,B15892,Water Hose,,,0,0,74.62,0,329200,74.62,48.5,48.5,48.5
1184,ACL,B15901,LOWER RAD HOSE,,,1,1,112.14,0,329500,112.14,58.3,58.3,58.3
1185,ACL,B-15902,UPPER RAD HOSE,,,1,1,92.69,0,329800,92.69,52.3,52.3,52.3
1186,ACL,B15906,Radiator Hose,,,1,1,68.15,0,330100,68.15,58.4,58.4,44.3
1187,ACL,B15907,"Radiator Hose,Lower",,,0,0,118.92,0,330400,118.92,63.4,63.4,77.3
1188,ACL,B15913,LOWER RAD HOSE,,,0,0,70.62,0,330500,70.62,45.9,45.9,45.9
1189,ACL,B15923,LOWER RAD HOSE,,,1,1,79.56,0,330600,79.56,58.4,58.4,58.4
1190,ACL,B15943,LOWER RAD HOSE,,,0,0,127.94,0,330900,127.94,69.56,69.56,69.56
1191,ACL,B15977,Water Return Hose,,,1,1,52.86,0,331200,52.86,25.6,25.6,25.6
1192,ACL,B16004,WATER PUMP 55160JASON!!!!!,,,1,1,304.62,0,331500,304.62,98.38,98.38,98.38
1193,ACL,B16005,WATER PUMP,,,0,0,256.21,0,331800,256.21,136.7,136.7,136.56
1194,ACL,B16013,WATER PUMP STANDAR JASON!1!!!,,,1,1,168.88,0,331900,168.88,101.94,101.94,101.94
1195,ACL,B16056,WATER PUMP ELEC,,,0,0,841.43,0,332200,841.43,469,469,469
1196,ACL,B16103,WATER PUMP JASON!!!!!!,,,0,0,154.94,0,332300,154.94,101.94,101.94,101.94
1197,ACL,B16201,WATER PUMP PULLEY,,,0,0,36.46,0,332700,36.46,23.7,23.7,23.7
1198,ACL,B16202,WATER PUMP PULY,,,1,1,45.71,0,333000,45.71,30.2,30.2,30.2
1199,ACL,B16203,"Pulley, Water Pump",,,0,0,58.57,0,333300,58.57,29.5,29.5,27.85
1200,ACL,B16204,WATER PUMP PULLEY,,,1,1,37.03,0,333600,37.03,26.7,26.7,26.7
1201,ACL,B16503,O-RING,,,1,1,3.27,0,333900,3.27,1.1,1.1,1.6
1202,ACL,B16504,O RING,,,1,1,1.38,0,334200,1.38,0.9,0.9,0.9
1203,ACL,B16505,COOLANT VALLY PIPE,,,0,0,45.23,0,334500,45.23,19.7,19.7,19.7
1204,ACL,B16506,WATER PUMP SEAL,,,0,0,3.05,0,334900,3.05,2.1,2.1,2.1
1205,ACL,B16507,COOLANT PIPE,,,0,0,36.57,0,335200,36.57,18.9,18.9,18.9
1206,ACL,B16551,COOLANT VALLEY PIPE,,,0,0,582.24,0,335500,582.24,332.4,332.4,332.4
1207,ACL,B16601,COOLANT PIPE GASKET,,,0,0,8.43,0,335800,8.43,3.4,3.4,3.4
1208,ACL,B16701,BMW THERMOSTAT,,,3,3,185,0,336100,185,60,60,60
1209,ACL,B16715,THERMOSTAT OEM JASON!!!,,,1,1,178.57,0,336400,178.57,53.89,53.89,53.89
1210,ACL,B16717,Thermostat Assembly,,,0,0,231.43,0,336700,231.43,125.8,125.8,125.8
1211,ACL,B16718,THERMOSTA BMW--TM1497,,,2,2,112.14,0,337000,112.14,64.52,64.52,64.52
1212,ACL,B16724,THERMOSTAT OEM,,,1,1,149,0,337100,149,124,124,124
1213,ACL,B16725,THERMOSTAT,,,2,2,123.43,0,337400,123.43,64.98,64.98,64.98
1214,ACL,B16726,THERMOSTAT,,,2,2,114.31,0,337500,114.31,35,35,35
1215,ACL,B16783,THERMOSTAT GASKET,,,1,1,11.24,0,337800,11.24,5.51,5.51,5.51
1216,ACL,B16785,THERMOSTAT SEAL,,,0,0,4.23,0,338200,4.23,2.75,2.75,2.75
1217,ACL,B16791,Thermostat,,ACL,1,1,125,0,338500,125,45.95,45.95,55.757
1218,ACL,B16793,Thermostat,,,1,1,136.04,0,338800,136.04,65.2,65.2,64.3
1219,ACL,B16903,WATER PUMP,,,0,0,182.92,0,339100,182.92,118.9,118.9,118.9
1220,ACL,B17201,6PK1990,,,0,0,52.31,0,339400,52.31,23.8,23.8,23.8
1221,ACL,B17202,Serpentine Belt 7PK1855,,,0,0,57.07,0,339700,57.07,26.4,26.4,26.4
1222,ACL,B17203,4PK819 E70 X5 30SI,,,2,2,20.99,0,340000,20.99,8.9,8.9,8.9
1223,ACL,B17204,6PK1990,,,1,1,38.54,0,340300,38.54,16.52,16.52,16.52
1224,ACL,B17208,BELT,,,2,2,35.43,0,340600,35.43,16.9,16.9,16.9
1225,ACL,B17210,BELT,,,0,0,12.25,0,341000,12.25,7.96,7.96,7.96
1226,ACL,B17211,SERP BELT,,,0,0,26,0,341100,26,16.9,16.9,16.9
1227,ACL,B17501,BELT TENSIONER,,,1,1,82.15,0,341200,82.15,53.4,53.4,53.4
1228,ACL,B17502,BELT TENSIONER,,,2,2,131.76,0,341500,131.76,63.4,63.4,63.4
1229,ACL,B17503,AC TENSIONER,,,0,0,127.61,0,341800,127.61,68.7,68.7,68.7
1230,ACL,B17602,UPPER PULLEY,,,0,0,58.9,0,342100,58.9,24.8,24.8,26.8
1231,ACL,B17603,LOWER PULLEY,,,1,1,56.49,0,342400,56.49,24.1,24.1,25.7
1232,ACL,B20117,AIR FILTER,,,1,1,55.65,0,342500,55.65,35.4,35.4,35.4
1233,ACL,B20118,AIR FILTER,,,1,1,47.57,0,342800,47.57,22.3,22.3,22.3
1234,ACL,B20120,AIR FILTER,,,0,0,39.11,0,343100,39.11,17.8,17.8,17.8
1235,ACL,B20121,AIR FILTER,,,0,0,47.13,0,343400,47.13,18.9,18.9,18.9
1236,ACL,B20123,AIR FILTER,,,0,0,,0,343700,,39.2,39.2,39.2
1237,ACL,B20125,Air Filter,,ACL,1,1,46.71,0,344000,46.71,20.4,20.4,25.7
1238,ACL,B20126,Air Filter,,ACL,2,2,51,0,344300,51,20.4,20.4,25.7
1239,ACL,B20130,AIR FILTER,,,1,1,29.08,0,344400,29.08,18.9,18.9,18.9
1240,ACL,B20224,Air Filter,,,0,0,27.54,0,344700,27.54,15.8,15.8,17.9
1241,ACL,B21100,FUEL FILTER,,,0,0,254.31,0,345000,254.31,161.2,161.2,161.2
1242,ACL,B21117,DIESEL FUEL FILTER,,,1,1,55.6,0,345300,55.6,25.3,25.3,25.3
1243,ACL,B22201,FUEL INJECTOR 335D,,,0,0,964.29,0,345600,964.29,536.8,536.8,566
1244,ACL,B22413,Mass Air Flow Sensor,,,0,0,203.54,0,345900,203.54,132.3,132.3,"7,406.00"
1245,ACL,B22414,Mass Air Flow Sensor,,,0,0,324.36,0,346000,324.36,244.3,244.3,244.3
1246,ACL,B22416,Mass Air Flow Sensor,,,0,0,338.46,0,346300,338.46,256.7,256.7,220
1247,ACL,B22451,AIR FLOW METER AIR PUMP,,,1,1,134.6,0,346600,134.6,94.2,94.2,94.2
1248,ACL,B22493,CHARGE PRESSURE SENSOR,,,0,0,179.69,0,347000,179.69,116.8,116.8,116.8
1249,ACL,B22501,BOOT TO THRTTLE,,,1,1,36.57,0,347300,36.57,16.6,16.6,16.534
1250,ACL,B22502,Intake Boot,,,1,1,70,0,347600,70,32.3,32.3,32.3
1251,ACL,B22503,INTAKE BOOT,,,0,0,42.23,0,347700,42.23,20.8,20.8,20.8
1252,ACL,B22504,Intake Boot,,,0,0,30.71,0,348000,30.71,16.1,16.1,16.1
1253,ACL,B22505,INTAKE BOOT,,,0,0,59.85,0,348300,59.85,38.9,38.9,38.9
1254,ACL,B22506,INTAKE BOOT,,,0,0,28.5,0,348400,28.5,18.9,18.9,18.9
1255,ACL,B22507,INTAKE BOOT,,,0,0,53.54,0,348500,53.54,34.8,34.8,34.8
1256,ACL,B22508,INTAKE AIR BOOT,,,0,0,56,0,348600,56,36.4,36.4,36.4
1257,ACL,B22511,Intake Air Boot,,,0,0,129.14,0,348900,129.14,64.3,64.3,67.8
1258,ACL,B22551,THRTTLE BODY,,,0,0,298,0,349000,298,246.7,246.7,246.7
1259,ACL,B22554,Throttle Body,,,0,0,437.54,0,349300,437.54,279.8,279.8,238.9
1260,ACL,B22601,FUEL PUMP SEAL,,ACL,1,1,19.64,0,349600,19.64,4.28,4.28,4.9
1261,ACL,B22653,FUEL PUMP,,,0,0,367.54,0,350000,367.54,212.1,212.1,212.1
1262,ACL,B22654,FUEL PUMP,,,0,0,735.75,0,350300,735.75,498.9,498.9,498.9
1263,ACL,B22657,16117195463,,,0,0,394.92,0,350600,394.92,256.7,256.7,256.7
1264,ACL,B22664,Fuel Pump Assembly,,,0,0,504.66,0,350900,504.66,388.4,388.4,388.4
1265,ACL,B22821,Secondary Air Hose,,,0,0,90.31,0,351200,90.31,50.2,50.2,58.7
1266,ACL,B22823,SECONDARY AIR HOSE,,,0,0,70.15,0,351300,70.15,45.6,45.6,45.6
1267,ACL,B22839,PCV VALE COLD CLIMATE,,,1,1,54.5,0,351600,54.5,24.8,24.8,24.8
1268,ACL,B22840,Crankcase Vent Valve,,,0,0,55.5,0,351700,55.5,38.5,38.5,38.5
1269,ACL,B22843,Crankcase Vent Hose,,,0,0,15.99,0,352100,15.99,11.9,11.9,11.9
1270,ACL,B22845,VACUUM HOSE,,,0,0,,0,352500,,5.4,5.4,5.4
1271,ACL,B22850,PCV-11617534237,,,1,1,219.29,0,352800,219.29,58.5,58.5,58.5
1272,ACL,B22852,Crankcase Vent Pipe,,,2,2,67.43,0,353100,67.43,32.1,32.1,35.2
1273,ACL,B22853,Crankcase Vent Hose,,,1,1,55.29,0,353400,55.29,29.7,29.7,29.7
1274,ACL,B22854,BREATHER HOSE,,,0,0,,0,353500,,,,0.001
1275,ACL,B22855,REAR INTAKE MANIFOLD COVER,,,0,0,197.14,0,353800,197.14,98.9,98.9,98.9
1276,ACL,B22858,CRANK VENT VALVE,,,0,0,34.31,0,353900,34.31,22.1,22.1,22.1
1277,ACL,B22861,VENT HOSE,,,0,0,50.57,0,354200,50.57,32.871,32.871,32.871
1278,ACL,B22862,VENT PIPE,,,0,0,85.1,0,354500,85.1,67.1,67.1,67.1
1279,ACL,B22863,VENT PIPE,,,0,0,95.4,0,354800,95.4,73.4,73.4,73.4
1280,ACL,B22866,VENT PIPE,,,0,0,,0,355100,,152.5,152.5,152.5
1281,ACL,B22871,Crankcase Vent Valve,,,0,0,155.25,0,355200,155.25,116,116,116
1282,ACL,B22879,CRANKCASE VENT HOSE,,,1,1,68.92,0,355500,68.92,48.2,48.2,48.2
1283,ACL,B22905,Control Valve,,,0,0,152,0,355800,152,98.8,98.8,98.8
1284,ACL,B23102,DISA,,,0,0,552.15,0,356200,552.15,358.9,358.9,358.9
1285,ACL,B23104,Adjuster Unit (DISA),,,0,0,592.86,0,356500,592.86,364.5,364.5,364.5
1286,ACL,B23105,Adjuster Unit (DISA),,,0,0,560.77,0,356600,560.77,364.5,364.5,364.5
1287,ACL,B23201,TANK PURGE VALVE,,,0,0,152.15,0,356700,152.15,98.9,98.9,98.9
1288,ACL,B23202,TANK VENTING VALVE,,,0,0,188.09,0,357000,188.09,94,94,94
1289,ACL,B23251,ANGLE CONNECTOR,,,0,0,,0,357400,,84.8,84.8,84.8
1290,ACL,B23301,DMTL PUMP,,,0,0,128.9,0,357500,128.9,88.9,88.9,88.9
1291,ACL,B24102,GAS CAP,,ACL,1,1,51.79,0,357800,51.79,25.2,25.2,25.6
1292,ACL,B27503,VALVETRONIC ACTUATOR,,,0,0,382.46,0,358100,382.46,248.6,248.6,203.8
1293,ACL,B30001,A/T FILTER,,,0,0,86.25,0,358400,86.25,68.9,68.9,68.9
1294,ACL,B30006,A/T FILTER,,,1,1,45.71,0,358700,45.71,22,22,22
1295,ACL,B31001,Transmission Pan Gasket,,,0,0,,0,358800,,35.2,35.2,35.2
1296,ACL,B31002,TRANS PAN GASKET,,,0,0,78.57,0,359100,78.57,34,34,34
